manuscript_id,status,title,authors,letter_date,event_name,event_date,location,chair_name,chair_title
1571169971,accepted,"Software Defined Radio-Based Approach for Decoding the LoRa Signals in IoT Application","Alfan Andika (Telkom University, Indonesia), Wahyu Pamungkas (Telkom University, Indonesia), Khoirun Ni’amah (Telkom University, Indonesia)","13 August 2026","2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE)","17–18 September 2026","Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.","General Chair"
000,accepted,"Software Defined Radio-Based Approach for Decoding the LoRa Signals in IoT Application","Alfan Andika (Telkom University, Indonesia), Wahyu Pamungkas (Telkom University, Indonesia), Khoirun Ni’amah (Telkom University, Indonesia)","13 August 2026","2026 Ninth International Conference on Vocational Education and Electrical Engineering (ICVEE)","17–18 September 2026","Surabaya, Indonesia","Prof. Dr. Nurhayati, S.T., M.T.","General Chair"
